出表日期,資料年月,公司代號,公司名稱,產業別,營業收入-當月營收,營業收入-上月營收,營業收入-去年當月營收,營業收入-上月比較增減(%),營業收入-去年同月增減(%),累計營業收入-當月累計營收,累計營業收入-去年累計營收,累計營業收入-前期比較增減(%),備註
"114/09/07","114/8","1213","大飲","食品工業","34176","23287","25897","46.759994846910296","31.96895393288798","192655","120710","59.601524314472705","113年8月因產能不足,恢復產能後及積極推展業務,致使114年8月營收成長"
"114/09/07","114/8","1256","鮮活果汁-KY","食品工業","516828","507659","419072","1.8061336448285168","23.326779169211974","2819676","2937239","-4.002500307261343","-"
"114/09/07","114/8","1304","台聚","塑膠工業","3376784","3514742","4233703","-3.925124518385702","-20.240413652067705","30613143","34249355","-10.616877310536212","-"
"114/09/07","114/8","1305","華夏","塑膠工業","768703","752645","643628","2.1335423738947314","19.43280901390244","6641394","7621400","-12.8586086545779","-"
"114/09/07","114/8","1308","亞聚","塑膠工業","459866","465643","469189","-1.2406500258781943","-1.9870457321036938","3800931","4095422","-7.1907363880938275","-"
"114/09/07","114/8","1309","台達化","塑膠工業","1079037","1154534","1885923","-6.539175113075925","-42.78467360544413","10315570","12240776","-15.727810066943468","-"
"114/09/07","114/8","1414","東和","紡織纖維","33531","35243","39468","-4.857702238742445","-15.042566129522651","328554","367545","-10.608496918744644","-"
"114/09/07","114/8","1435","中福","其他","499","498","991","0.20080321285140562","-49.64682139253279","3988","7689","-48.133697489920664","-"
"114/09/07","114/8","1436","華友聯","建材營造","449276","1472403","1338989","-69.4868864027036","-66.44662502828626","3575147","4601319","-22.30169218869633","本月營收較去年同期減少，係本月交屋數量較去年同期減少所致。"
"114/09/07","114/8","1437","勤益控","其他","69292","163031","67733","-57.497653820439055","2.30168455553423","622047","571925","8.763736503912225","-"
"114/09/07","114/8","1452","宏益","紡織纖維","105811","120814","151258","-12.418262784114424","-30.046014095122242","925674","1088514","-14.959844338244617","-"
"114/09/07","114/8","1454","台富","紡織纖維","118323","126758","148457","-6.654412344782973","-20.29813346625622","1062282","1094025","-2.9014876259683278","-"
"114/09/07","114/8","1459","聯發","紡織纖維","90191","90428","90111","-0.2620869642146238","0.08877939430258237","796284","862283","-7.653983668934677","-"
"114/09/07","114/8","1464","得力","紡織纖維","984416","931432","1123341","5.688445318606189","-12.367126277773178","8203007","7348275","11.63173670010989","-"
"114/09/07","114/8","1477","聚陽","紡織纖維","3745640","2780854","4110109","34.693874615495815","-8.867623705356719","24139451","23475722","2.827299624693119","-"
"114/09/07","114/8","1513","中興電","電機機械","2297365","2321409","2195732","-1.0357502706330508","4.628661421339216","18170852","16553742","9.768848638573683","-"
"114/09/07","114/8","1524","耿鼎","汽車工業","219798","203569","258060","7.972235458247572","-14.826784468728203","1710567","1842257","-7.148296898858303","-"
"114/09/07","114/8","1535","中宇","電機機械","981507","1073688","812401","-8.58545499251179","20.81558245250806","7594648","6895430","10.140310321473788","-"
"114/09/07","114/8","1538","正峰","電機機械","9771","13820","10850","-29.29811866859624","-9.944700460829493","84493","67528","25.12291197725388","-"
"114/09/07","114/8","1541","錩泰","電機機械","338514","337344","265602","0.3468269778030734","27.451600515056363","2619095","2033242","28.81373687932868","-"
"114/09/07","114/8","1560","中砂","電機機械","689622","700303","586261","-1.525196950462871","17.630543392789217","5280144","4547763","16.104203319302258","-"
"114/09/07","114/8","1590","亞德客-KY","電機機械","2586808","2649095","2442223","-2.3512558062281648","5.920221044515591","22284795","20541784","8.485197780290164","本月營業收入換算匯率為4.2061714;本年累計營業收入換算匯率為4.3192610。"
"114/09/07","114/8","1605","華新","電器電纜","12550005","14274827","14164800","-12.082962546586378","-11.400055066079295","117996140","118100886","-0.08869196798405052","-"
"114/09/07","114/8","1608","華榮","電器電纜","1001210","888754","987386","12.653220126154144","1.400060361398683","7690437","7751159","-0.7833925223311765","-"
"114/09/07","114/8","1611","中電","電器電纜","81138","90240","104273","-10.086436170212766","-22.186951559847707","734582","777582","-5.529963399358524","-"
"114/09/07","114/8","1612","宏泰","電器電纜","572267","695123","504488","-17.67399438660496","13.435205594583023","5294168","4347315","21.78017926007202","-"
"114/09/07","114/8","1614","三洋電","電器電纜","418037","474252","493835","-11.853402832249522","-15.348851336985025","3778684","3948441","-4.299342449336333","-"
"114/09/07","114/8","1615","大山","電器電纜","387202","443485","664055","-12.691071851359121","-41.69127557205352","3695044","3923059","-5.812173612479445","-"
"114/09/07","114/8","1708","東鹼","化學工業","511272","513249","553054","-0.38519315186196174","-7.554777652815096","3991743","4120351","-3.1212874825469967","-"
"114/09/07","114/8","1713","國化","化學工業","42410","35405","35819","19.785341053523513","18.400848711577655","288603","342940","-15.84446258820785","-"
"114/09/07","114/8","1721","三晃","化學工業","124531","176838","186050","-29.57904975175019","-33.065842515452836","1191411","1564844","-23.863912313304073","-"
"114/09/07","114/8","1731","美吾華","生技醫療業","112956","129567","117280","-12.820394081826391","-3.6869031377899044","1039512","993732","4.606875898129475","-"
"114/09/07","114/8","1773","勝一","化學工業","957512","1000755","1053025","-4.321037616599467","-9.070344958571734","7561377","7201196","5.001683053759403","-"
"114/09/07","114/8","1783","和康生","生技醫療業","70258","65481","54937","7.29524594920664","27.888308426015254","521741","411967","26.64630904902577","-"
"114/09/07","114/8","1906","寶隆","造紙工業","286404","167121","218130","71.37523111996697","31.29968367487278","2052829","2233546","-8.09103551034991","-"
"114/09/07","114/8","1909","榮成","造紙工業","3731723","3594033","3893113","3.831072224434222","-4.145525701411698","28789488","31106486","-7.448600912362779","-"
"114/09/07","114/8","2006","東和鋼鐵","鋼鐵工業","4546819","4563042","5290398","-0.3555303676801572","-14.055256334211528","39401505","40683462","-3.151051894256197","-"
"114/09/07","114/8","2009","第一銅","鋼鐵工業","260159","284879","279409","-8.677368286184661","-6.889541854414138","1946820","2079831","-6.395279231822201","-"
"114/09/07","114/8","2015","豐興","鋼鐵工業","2102928","2344608","2749966","-10.307906481595218","-23.528945448780092","20259957","23048260","-12.09767244902652","-"
"114/09/07","114/8","2032","新鋼","鋼鐵工業","283315","261187","261872","8.47209087741733","8.188351561068004","2065427","1899792","8.718586034681692","-"
"114/09/07","114/8","2049","上銀","電機機械","1903026","2002143","2041260","-4.950545490506922","-6.771993768554716","15669440","15851745","-1.1500626587167533","-"
"114/09/07","114/8","2059","川湖","電子零組件業","1454984","1406573","868862","3.441769463796049","67.45858375668404","11044490","6209156","77.87425537383825","新產品開始出貨，導致年對年營收增幅較大。"
"114/09/07","114/8","2062","橋椿","居家生活","504081","526801","651276","-4.312824007547442","-22.60101708031618","4072247","5270146","-22.72990160044902","-"
"114/09/07","114/8","2069","運錩","鋼鐵工業","746227","828813","1020667","-9.964370732601926","-26.88829951394529","6902005","7234519","-4.5962143440358645","-"
"114/09/07","114/8","2101","南港","橡膠工業","688190","846451","866206","-18.697006678472825","-20.551231462261864","6053507","6129456","-1.2390822285044545","本公告係屬自結數，如與公告財報有所差異，請以財報為準。"
"114/09/07","114/8","2102","泰豐","橡膠工業","17448","21641","24115","-19.375259923293747","-27.646692929711797","176885","155562","13.707074992607449","-"
"114/09/07","114/8","2103","台橡","橡膠工業","2829978","2748063","3195688","2.9808268587728883","-11.443858098788118","25083299","24209673","3.608582404231565","-"
"114/09/07","114/8","2108","南帝","橡膠工業","737702","774450","1014910","-4.745044870553296","-27.313554896493287","6409827","7265283","-11.774572305029274","-"
"114/09/07","114/8","2115","六暉-KY","汽車工業","216483","246878","259827","-12.311749123048632","-16.681869089817454","2016675","2064969","-2.3387276031746724","-"
"114/09/07","114/8","2231","為升","汽車工業","300150","286576","394936","4.736614371056892","-24.00034435959244","2292601","2767075","-17.147131899207647","-"
"114/09/07","114/8","2241","艾姆勒","汽車工業","59161","56352","62929","4.984738784781374","-5.98770042428769","436102","469659","-7.144971138634626","-"
"114/09/07","114/8","2254","巨鎧精密-創","汽車工業","49400","30229","70802","63.419233186675044","-30.227959662156437","398609","461728","-13.670169450412365","-"
"114/09/07","114/8","2258","鴻華先進-創","汽車工業","110617","280160","739406","-60.51649057681325","-85.03974812214129","3330761","6177691","-46.084046612237486","本月電動巴士及乘用車交車數量較去年本月下滑。"
"114/09/07","114/8","2303","聯電","半導體業","19159816","20040049","20645494","-4.392369499695335","-7.196136842257202","155816479","152973760","1.8583049798867466","-"
"114/09/07","114/8","2313","華通","電子零組件業","6561566","5995419","7004922","9.442993058533524","-6.329206806299913","47487357","46168501","2.8566142964009162","-"
"114/09/07","114/8","2317","鴻海","其他電子業","606512275","613864601","548311941","-1.1977113500310796","10.614456780542739","4659897316","3994605433","16.654758377484036","-"
"114/09/07","114/8","2329","華泰","半導體業","1687855","1758002","1339230","-3.990154732474707","26.031749587449504","12787221","10821048","18.169894450149375","-"
"114/09/07","114/8","2344","華邦電","半導體業","7012528","6837785","6997545","2.5555497869558637","0.2141179513672295","54860887","55686282","-1.482223216123497","-"
"114/09/07","114/8","2345","智邦","通信網路業","25637808","22990663","9416897","11.51400027045762","172.25324860195454","151983830","61405652","147.50788412766954","客戶需求增加"
"114/09/07","114/8","2348","海悅","其他","222520","191985","646631","15.904888402739797","-65.58779272877422","3664986","5203748","-29.570263586937724","本月增減百分比達50％以上，係因市場環境影響。"
"114/09/07","114/8","2352","佳世達","電腦及週邊設備業","16824730","17472607","16839310","-3.7079584059779975","-0.0865831200922128","137507787","129902484","5.854624766066829","-"
"114/09/07","114/8","2354","鴻準","其他電子業","13803533","15584906","6783743","-11.430117063266215","103.47959821001474","100610197","36951225","172.27838048670918","配合客戶策略需求，訂單增加。"
"114/09/07","114/8","2360","致茂","其他電子業","2197611","1974233","2072772","11.314672584239045","6.022804244750508","17492290","13795636","26.795821519210858","-"
"114/09/07","114/8","2365","昆盈","電腦及週邊設備業","81762","91239","99872","-10.387005556834248","-18.1332105094521","640072","676342","-5.3626715478263955","-"
"114/09/07","114/8","2374","佳能","光電業","974730","706647","574025","37.937329387940515","69.80619311005618","5507553","3931477","40.08864861730083","配合客戶，調整市場出貨需求，故今年八月營收增加。"
"114/09/07","114/8","2380","虹光","電腦及週邊設備業","219515","225816","158700","-2.790324866262798","38.320730938878384","1788096","1718506","4.049447601579511","-"
"114/09/07","114/8","2383","台光電","電子零組件業","8764793","8372495","5741209","4.685556694868136","52.66458684921591","61325050","39874018","53.79701639298051","受惠於AI伺服器成長力道"
"114/09/07","114/8","2385","群光","電子零組件業","8482907","8041213","9687161","5.492877753642392","-12.43144405259704","64299679","65587783","-1.9639389244182868","-"
"114/09/07","114/8","2393","億光","光電業","1632439","1681086","1924804","-2.8937841371589554","-15.189338758647633","13391696","14265670","-6.126413971443332","-"
"114/09/07","114/8","2395","研華","電腦及週邊設備業","5556475","6009344","4967440","-7.536080477336628","11.857918767010775","46752861","38521725","21.367516641583418","-"
"114/09/07","114/8","2397","友通","電腦及週邊設備業","884124","884243","924943","-0.01345783907817195","-4.413136809511505","7267591","5718033","27.099493829434003","-"
"114/09/07","114/8","2402","毅嘉","電子零組件業","956315","940752","892629","1.654314845995544","7.134655047057624","7136169","6143021","16.167094333553475","-"
"114/09/07","114/8","2408","南亞科","半導體業","6762501","5352227","2802250","26.34929348101267","141.32397180836827","29828762","24971646","19.450524006306992","受市場需求復甦影響。"
"114/09/07","114/8","2415","錩新","電子零組件業","232221","204697","206609","13.446215626022854","12.396362210745902","1559346","1592244","-2.0661406166391583","-"
"114/09/07","114/8","2417","圓剛","電腦及週邊設備業","296121","273356","294575","8.32796792461113","0.524823898837308","2224685","2261077","-1.6094984823603973","-"
"114/09/07","114/8","2419","仲琦","通信網路業","581922","691344","555635","-15.827431785044782","4.730983469363881","5561747","5729113","-2.9213248193917627","-"
"114/09/07","114/8","2432","倚天酷碁-創","電腦及週邊設備業","246283","261441","209105","-5.7978664402293445","17.779584419310872","1979344","1586748","24.742177081679007","-"
"114/09/07","114/8","2436","偉詮電","半導體業","324584","282385","275375","14.943782424703862","17.869813890149796","2330981","1967889","18.45083742020002","-"
"114/09/07","114/8","2439","美律","通信網路業","4413573","3658294","4503841","20.645661611669265","-2.004244821253681","27206670","26954262","0.9364307581487484","-"
"114/09/07","114/8","2441","超豐","半導體業","1438952","1410562","1316086","2.0126729629750413","9.33571210392026","11067014","10073161","9.866346820029978","-"
"114/09/07","114/8","2455","全新","通信網路業","275126","290875","273961","-5.414353244520842","0.4252430090414329","2073751","2249449","-7.810712756768435","-"
"114/09/07","114/8","2458","義隆","半導體業","1170557","1011978","1188899","15.670202316651153","-1.5427719259583867","8333137","8545164","-2.4812513838236456","-"
"114/09/07","114/8","2482","連宇","其他電子業","41998","52308","53067","-19.7101781754225","-20.858537320745473","347372","407205","-14.693581856804313","-"
"114/09/07","114/8","2483","百容","電子零組件業","139747","146629","142647","-4.693478097784204","-2.0329905290682593","1176995","1200544","-1.9615274408934615","-"
"114/09/07","114/8","2486","一詮","光電業","532145","519097","487452","2.5135957248837886","9.168697635869789","4000096","3475005","15.110510632358803","-"
"114/09/07","114/8","2489","瑞軒","光電業","2205299","2034613","2622042","8.38911380198593","-15.893833889769882","15944218","15191912","4.952016573029122","-"
"114/09/07","114/8","2497","怡利電","汽車工業","408837","458324","489824","-10.79738351035512","-16.533897889854316","2996636","2875883","4.198814764022041","-"
"114/09/07","114/8","2498","宏達電","通信網路業","266660","147448","203561","80.85019803591774","30.997587946610597","1817432","1797569","1.1049923535619495","-"
"114/09/07","114/8","2511","太子","建材營造","582312","785216","613333","-25.840533050778383","-5.057774487920917","5197800","5227035","-0.5593036970290041","-"
"114/09/07","114/8","2524","京城","建材營造","98958","150833","383975","-34.39234119854409","-74.228009636044","3019366","2904349","3.9601645669993517","因銷售狀況比較去年同期減少，致使本月營收年成長率為負值。"
"114/09/07","114/8","2528","皇普","建材營造","1854963","2045022","381","-9.293738649266365","486766.92913385824","9181797","1553","591129.6844816484","主係114年8月認列皇普摩天100案589,199仟元、皇普莊園案1,191,014仟元、皇普園首之道案46,857仟元及皇普雲鼎案27,893仟元所致。"
"114/09/07","114/8","2538","基泰","建材營造","19376","19184","143178","1.0008340283569641","-86.46719468074704","182278","834536","-78.15816214039897","本月營收較去年同期減少(含本年減少)，係因本月無建案交屋認列所致。"
"114/09/07","114/8","2540","愛山林","建材營造","765532","1020778","868070","-25.00504517142807","-11.812181045307407","8489203","6509141","30.419712831539524","-"
"114/09/07","114/8","2548","華固","建材營造","265090","832015","1995647","-68.13879557459902","-86.71658865520806","3125109","6792314","-53.9905104504886","本公司截至8月累計營收較去年同期減少，係因本期認列交屋金額較低所致。"
"114/09/07","114/8","2603","長榮","航運業","32956841","33605171","53758648","-1.9292566611251585","-38.69481055401542","263016570","303122641","-13.230971750473763","-"
"114/09/07","114/8","2630","亞航","航運業","395211","478525","466353","-17.4105846089546","-15.254967803359257","3517244","3403473","3.3427913193376297","-"
"114/09/07","114/8","2633","台灣高鐵","航運業","4751344","4386143","4549657","8.326244721159343","4.433015499849769","35872012","35293589","1.6388897145031072","-"
"114/09/07","114/8","2637","慧洋-KY","航運業","1491654","1342853","1861538","11.080959717854448","-19.869806579290888","10178685","13938071","-26.972068086035723","-"
"114/09/07","114/8","2702","華園","觀光餐旅","116162","121096","119772","-4.074453326286583","-3.014060047423438","938497","964793","-2.7255587467985363","-"
"114/09/07","114/8","2706","第一店","觀光餐旅","50124","28264","29027","77.34220209453721","72.68060771006304","253949","236580","7.341702595316595","租金收入增加所致"
"114/09/07","114/8","2809","京城銀","金融保險業","849222","849024","495723","0.02332089552238806","71.3097838914071","6017525","6383277","-5.72984691092052","單月營收增加，係去年同期股票處分損失金額較高。"
"114/09/07","114/8","2852","第一保","金融保險業","644361","634037","633606","1.6282961404460623","1.6974271076978438","5035742","5276686","-4.566199315252035","-"
"114/09/07","114/8","2880","華南金","金融保險業","6335474","7449185","5563904","-14.950776494341328","13.867421148891138","46150239","45676273","1.0376634713607216","-"
"114/09/07","114/8","2886","兆豐金","金融保險業","6893028","8493625","6777581","-18.844686456018483","1.7033658469002435","54906917","58779239","-6.587907679444438","-"
"114/09/07","114/8","2890","永豐金","金融保險業","6723944","6579115","5499468","2.2013447097367957","22.265353666936512","48949045","44732014","9.427322007008225","-"
"114/09/07","114/8","3004","豐達科","鋼鐵工業","324270","322989","278993","0.3966079340163287","16.2287225844376","2570533","2285515","12.470624782598232","-"
"114/09/07","114/8","3006","晶豪科","半導體業","1120861","1147877","1146843","-2.3535622719158935","-2.2655237028956883","8460101","9095531","-6.986178157163117","-"
"114/09/07","114/8","3008","大立光","光電業","5968004","5413207","7006490","10.248952238478964","-14.821772385317042","37663200","34723569","8.465808914976453","-"
"114/09/07","114/8","3010","華立","電子通路業","6459506","6497044","7307818","-0.5777704445283116","-11.608280337578194","51781683","53001464","-2.3014100138818807","-"
"114/09/07","114/8","3016","嘉晶","半導體業","321129","318333","352334","0.8783255270424367","-8.856653062151254","2491121","2781662","-10.444870728363115","-"
"114/09/07","114/8","3017","奇鋐","電腦及週邊設備業","12622156","11811435","6582321","6.8638653982348465","91.75843900654496","77361051","44505945","73.82183661081683","因客戶需求增加,使營收成長"
"114/09/07","114/8","3019","亞光","光電業","2466783","2149057","2417407","14.784438011648831","2.042519112420871","16932423","14545039","16.413733919860924","-"
"114/09/07","114/8","3023","信邦","電子零組件業","2476462","2455710","2811520","0.8450509221365715","-11.917325859321648","20920090","22019758","-4.994005837847991","-"
"114/09/07","114/8","3025","星通","通信網路業","34751","31358","77764","10.82020537024045","-55.31222673730775","245034","395379","-38.02554005144431","全球產業景氣不確定的影響故本期營收較去年減少"
"114/09/07","114/8","3026","禾伸堂","電子零組件業","1080751","1095188","1096143","-1.3182211638549728","-1.4041963502937116","8854057","8481964","4.386873134571191","-"
"114/09/07","114/8","3030","德律","其他電子業","756253","747841","529815","1.124838033753164","42.73906929777375","5822450","4305655","35.22797344422626","-"
"114/09/07","114/8","3034","聯詠","半導體業","8174953","8120418","9680155","0.6715787290752767","-15.549358455520599","69567636","68607020","1.4001715859397479","-"
"114/09/07","114/8","3035","智原","半導體業","911390","965824","979666","-5.636016499900603","-6.969314031516864","13826648","7169157","92.86295445894126","因量產累計營收增加"
"114/09/07","114/8","3042","晶技","電子零組件業","1145692","1111018","1204936","3.120921533224484","-4.916775662773791","8789700","8044716","9.26053822161031","-"
